timestamp,diff_from_previous,brightness,contrast,saturation,edge_density,frame_path
0,0.0,28.078993055555557,42.453659495285194,40.35167100694444,0.1372612847222222,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0000s_scene.jpg
2,4.360062210648148,27.723524305555557,41.618951246482034,41.241427951388886,0.14756944444444445,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0002s_scene.jpg
6,15.674225983796296,19.951497395833332,39.58736728257443,46.28993055555556,0.12456597222222222,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0006s_scene.jpg
18,17.33156105324074,18.97026909722222,37.551480655318414,45.42816840277778,0.12923177083333334,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0018s_scene.jpg
24,15.8056640625,28.89594184027778,49.060280832933884,34.549045138888886,0.1636284722222222,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0024s_scene.jpg
32,18.379557291666668,41.3037109375,66.66731682063015,16.40234375,0.13357204861111113,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0032s_scene.jpg
36,28.675202546296298,14.287760416666666,31.089052303170426,62.50672743055556,0.1120876736111111,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0036s_scene.jpg
60,45.874855324074076,75.03439670138889,103.96125272299767,2.8697916666666665,0.13465711805555555,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0060s_scene.jpg
62,46.599826388888886,26.554796006944443,39.992347260588645,41.699001736111114,0.13671875,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0062s_scene.jpg
64,32.34364149305556,56.60243055555556,91.034630559509,15.594292534722221,0.13313802083333334,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0064s_scene.jpg
74,28.723560474537038,26.713541666666668,42.890492815015904,24.67068142361111,0.14626736111111113,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0074s_scene.jpg
84,15.87839988425926,18.5498046875,39.39093474365916,56.606770833333336,0.12684461805555555,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0084s_scene.jpg
110,32.09476273148148,56.880533854166664,91.30893232759475,14.935438368055555,0.13107638888888887,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0110s_scene.jpg
124,22.65093315972222,30.65842013888889,52.56716180546384,34.396158854166664,0.14876302083333334,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0124s_scene.jpg
136,18.28584346064815,25.05002170138889,50.161492608487386,42.62445746527778,0.12999131944444445,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_01/scene_candidates/t0136s_scene.jpg
