timestamp,diff_from_previous,brightness,contrast,saturation,edge_density,frame_path
0,0.0,50.37847222222222,35.64240846725219,44.47406684027778,0.14084201388888887,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0000s_scene.jpg
2,4.97486255787037,49.73187934027778,33.88055457780067,44.7900390625,0.142578125,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0002s_scene.jpg
4,15.673755787037036,42.95171440972222,39.553184122532265,58.68598090277778,0.15147569444444445,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0004s_scene.jpg
6,22.737702546296298,59.96820746527778,49.81442742157038,31.79611545138889,0.16981336805555555,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0006s_scene.jpg
8,16.338722511574073,62.918619791666664,54.5544939764414,27.75900607638889,0.16417100694444445,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0008s_scene.jpg
10,15.63035300925926,52.273111979166664,39.09028120039561,42.060872395833336,0.15028211805555555,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0010s_scene.jpg
16,56.366898148148145,97.97515190972223,88.57843556997268,9.716688368055555,0.15983072916666666,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0016s_scene.jpg
20,45.08253761574074,49.5849609375,34.20571554701851,46.997287326388886,0.1518012152777778,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0020s_scene.jpg
90,20.353190104166668,49.315755208333336,33.42446389241917,47.22406684027778,0.15256076388888887,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0090s_scene.jpg
124,17.63306568287037,39.33452690972222,35.53448487292551,62.49620225694444,0.13498263888888887,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0124s_scene.jpg
128,35.218026620370374,83.84016927083333,81.4933612143956,17.047526041666668,0.15115017361111113,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0128s_scene.jpg
130,36.929832175925924,47.666015625,33.58279374969388,23.874131944444443,0.1494140625,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0130s_scene.jpg
158,26.84443721064815,64.89865451388889,68.2475017852359,31.593858506944443,0.1586371527777778,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0158s_scene.jpg
166,23.11982783564815,48.090603298611114,33.75596871450708,24.05902777777778,0.16482204861111113,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0166s_scene.jpg
170,34.976743344907405,82.19552951388889,78.11000109897209,17.14626736111111,0.1748046875,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0170s_scene.jpg
234,20.062897858796298,65.16569010416667,61.55314190648772,21.21506076388889,0.17404513888888887,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0234s_scene.jpg
242,19.629014756944443,84.22222222222223,81.71280643411721,16.723524305555557,0.15212673611111113,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0242s_scene.jpg
256,18.76417824074074,66.61555989583333,63.916017258821135,18.106119791666668,0.15646701388888887,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0256s_scene.jpg
270,18.92107928240741,82.93641493055556,79.62287326216178,17.597005208333332,0.16221788194444445,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0270s_scene.jpg
288,27.361436631944443,47.15483940972222,31.141527092501907,23.094401041666668,0.158203125,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0288s_scene.jpg
296,42.006076388888886,95.47016059027777,86.8500237591835,8.288628472222221,0.15831163194444445,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0296s_scene.jpg
300,29.756727430555557,65.07931857638889,40.52265824152301,12.439344618055555,0.16080729166666666,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0300s_scene.jpg
302,27.583658854166668,55.777560763888886,59.49429171341299,45.960720486111114,0.14333767361111113,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0302s_scene.jpg
314,19.343388310185187,50.707682291666664,34.60775131959691,46.116536458333336,0.15147569444444445,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0314s_scene.jpg
320,24.43753616898148,71.60286458333333,66.70081358919717,18.7001953125,0.15928819444444445,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0320s_scene.jpg
340,16.04759837962963,51.1396484375,35.21090854805058,45.18934461805556,0.15201822916666666,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0340s_scene.jpg
352,31.450846354166668,79.50575086805556,77.90905272458014,18.51833767361111,0.16710069444444445,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0352s_scene.jpg
356,30.71513310185185,52.06260850694444,36.30677856247481,43.46690538194444,0.15451388888888887,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/scene_candidates/t0356s_scene.jpg
