timestamp,frame_path,brightness,contrast,saturation,edge_density
0,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0000s.jpg,50.37847222222222,35.64240846725219,44.47406684027778,0.14084201388888887
5,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0005s.jpg,59.68305121527778,37.72283214671523,15.769856770833334,0.15147569444444445
10,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0010s.jpg,52.273111979166664,39.09028120039561,42.060872395833336,0.15028211805555555
15,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0015s.jpg,49.74717881944444,34.18939304924354,44.74761284722222,0.14778645833333334
20,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0020s.jpg,49.5849609375,34.20571554701851,46.997287326388886,0.1518012152777778
25,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0025s.jpg,39.7646484375,34.090264109241836,57.238932291666664,0.1450737847222222
30,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0030s.jpg,41.165690104166664,35.25281335923092,53.68858506944444,0.15028211805555555
35,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0035s.jpg,39.43500434027778,34.3852558368699,58.74305555555556,0.13943142361111113
40,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0040s.jpg,40.90776909722222,35.67940777667009,55.23350694444444,0.14453125
45,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0045s.jpg,42.40679253472222,37.158570001026604,52.26085069444444,0.1498480902777778
50,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0050s.jpg,43.103515625,37.6007720739488,51.104166666666664,0.1537543402777778
55,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0055s.jpg,40.500217013888886,34.42007461367913,54.833333333333336,0.1469184027777778
60,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0060s.jpg,39.97276475694444,33.24051883534498,53.404296875,0.1460503472222222
65,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0065s.jpg,46.676540798611114,36.491185746230144,27.34982638888889,0.1421440972222222
70,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0070s.jpg,48.17176649305556,38.742241457891744,28.242078993055557,0.14713541666666666
75,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0075s.jpg,39.94053819444444,36.67962515884916,59.918619791666664,0.1351996527777778
80,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0080s.jpg,41.03114149305556,36.78359679097493,57.574978298611114,0.1470269097222222
85,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0085s.jpg,47.718424479166664,45.1646730316124,47.8740234375,0.16232638888888887
90,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0090s.jpg,49.315755208333336,33.42446389241917,47.22406684027778,0.15256076388888887
95,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0095s.jpg,49.28363715277778,33.304848787276335,47.214626736111114,0.14908854166666666
100,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0100s.jpg,48.90831163194444,28.855880520944023,16.72265625,0.11881510416666667
105,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0105s.jpg,49.305989583333336,33.733655876256115,46.683376736111114,0.15071614583333334
110,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0110s.jpg,50.84483506944444,37.28785786262352,15.465711805555555,0.12782118055555555
115,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0115s.jpg,59.462565104166664,49.64388053597584,14.934461805555555,0.15266927083333334
120,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0120s.jpg,53.25108506944444,39.19221101449329,18.273111979166668,0.14420572916666666
125,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0125s.jpg,49.59581163194444,33.308599870596744,45.75477430555556,0.15071614583333334
130,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0130s.jpg,47.666015625,33.58279374969388,23.874131944444443,0.1494140625
135,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0135s.jpg,48.238064236111114,33.85368218734421,24.76833767361111,0.1567925347222222
140,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_03/frames_5s/t0140s.jpg,51.21875,37.82594027664745,28.968858506944443,0.17491319444444445
