timestamp,frame_path,brightness,contrast,saturation,edge_density
0,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0000s.jpg,48.316080729166664,32.669397368122056,57.63487413194444,0.13368055555555555
5,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0005s.jpg,43.2744140625,35.230196932679185,63.593967013888886,0.14637586805555555
10,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0010s.jpg,45.78374565972222,36.83903908763893,65.52289496527777,0.15625
15,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0015s.jpg,42.638020833333336,34.78873870772791,63.069118923611114,0.15690104166666666
20,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0020s.jpg,41.670681423611114,32.59306839551881,62.35297309027778,0.15158420138888887
25,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0025s.jpg,40.98687065972222,33.19824091749828,63.114908854166664,0.15407986111111113
30,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0030s.jpg,41.191080729166664,33.48104075021327,62.786892361111114,0.14865451388888887
35,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0035s.jpg,41.866427951388886,33.16289200150769,62.722439236111114,0.1537543402777778
40,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0040s.jpg,41.70464409722222,32.955571090975816,62.76714409722222,0.1572265625
45,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_02/frames_5s/t0045s.jpg,41.967556423611114,33.30196978165049,62.751736111111114,0.1576605902777778
