time,frame_status,frame_path,brightness,saturation,edge_density,upper_text_edge_density,mid_text_edge_density,lower_text_edge_density,center_vertical_edge_score,center_horizontal_edge_score,possible_split_screen,possible_dense_text
130.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0130s.jpg,33.12,38.79,0.0742,0.0334,0.0903,0.0777,0.2344,0.4534,True,False
135.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0135s.jpg,33.21,38.2,0.0698,0.0333,0.08,0.0802,0.252,0.4534,True,False
140.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0140s.jpg,57.53,17.61,0.0589,0.0333,0.0581,0.0802,0.1016,0.7246,True,False
145.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0145s.jpg,31.46,44.88,0.0672,0.0333,0.0762,0.0778,0.2598,0.4619,True,False
150.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0150s.jpg,33.04,43.67,0.0698,0.0333,0.0799,0.0803,0.2559,0.3856,True,False
155.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0155s.jpg,20.64,53.3,0.0584,0.0333,0.0571,0.0803,0.1055,0.7034,True,False
160.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0160s.jpg,24.42,45.18,0.0671,0.0336,0.0757,0.078,0.1406,0.8305,True,False
165.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0165s.jpg,25.58,44.08,0.0665,0.0335,0.0745,0.0781,0.1133,0.6864,True,False
170.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0170s.jpg,23.51,41.18,0.0729,0.0335,0.0873,0.0781,0.1484,0.4873,True,False
175.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0175s.jpg,26.36,34.97,0.0723,0.0335,0.086,0.0782,0.1172,0.8136,True,False
180.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0180s.jpg,26.97,31.23,0.0657,0.0335,0.0727,0.0783,0.123,0.8263,True,False
185.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0185s.jpg,29.21,30.52,0.0706,0.0335,0.0815,0.0802,0.168,0.7966,True,False
190.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0190s.jpg,26.5,36.38,0.0781,0.0335,0.0964,0.0802,0.123,0.7203,True,False
195.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0195s.jpg,18.05,59.94,0.046,0.0335,0.0322,0.0802,0.0996,0.2754,False,False
200.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0200s.jpg,17.68,54.33,0.0558,0.0335,0.0518,0.0802,0.0957,0.7203,True,False
205.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0205s.jpg,25.81,39.67,0.0766,0.0336,0.0943,0.0786,0.1152,0.1822,False,False
210.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0210s.jpg,25.49,34.35,0.0682,0.0335,0.0776,0.0787,0.1406,0.7034,True,False
215.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0215s.jpg,21.4,51.76,0.0627,0.0335,0.0656,0.0802,0.1035,0.7754,True,False
220.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0220s.jpg,25.33,44.51,0.0709,0.0336,0.0828,0.0788,0.1367,0.4915,True,False
225.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0225s.jpg,32.36,31.03,0.084,0.0335,0.1084,0.0802,0.1621,0.6907,True,False
230.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0230s.jpg,33.07,30.51,0.0832,0.0336,0.1068,0.0802,0.1543,0.6356,True,False
235.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0235s.jpg,36.13,38.28,0.0532,0.0336,0.0473,0.079,0.1094,0.6653,True,False
240.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0240s.jpg,35.57,39.11,0.0522,0.045,0.0396,0.0802,0.1191,0.6186,True,False
245.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0245s.jpg,31.63,37.67,0.0702,0.0336,0.0813,0.0791,0.127,0.6907,True,False
250.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0250s.jpg,24.26,35.76,0.0686,0.0336,0.078,0.0791,0.1328,0.6059,True,False
255.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0255s.jpg,31.06,35.45,0.0594,0.0336,0.0596,0.0792,0.1152,0.822,True,False
260.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0260s.jpg,36.5,42.28,0.0737,0.0336,0.0883,0.0793,0.1406,0.822,True,False
265.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0265s.jpg,31.46,37.06,0.0695,0.0337,0.0797,0.0793,0.1406,0.7119,True,False
270.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0270s.jpg,27.74,44.86,0.0621,0.0335,0.0645,0.0802,0.1113,0.7542,True,False
275.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0275s.jpg,23.39,35.65,0.0633,0.0336,0.0669,0.0802,0.1348,0.7119,True,False
280.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0280s.jpg,41.89,33.3,0.0822,0.0335,0.1052,0.0795,0.1426,0.8136,True,False
285.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0285s.jpg,37.73,35.05,0.0868,0.0335,0.1139,0.0803,0.1504,0.8305,True,False
290.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0290s.jpg,43.16,30.85,0.0677,0.0335,0.0756,0.0803,0.1191,0.6441,True,False
295.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0295s.jpg,55.75,17.78,0.0745,0.0334,0.0893,0.0802,0.1367,0.6822,True,False
300.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0300s.jpg,55.92,17.73,0.075,0.0336,0.0903,0.0802,0.125,0.6864,True,False
305.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0305s.jpg,37.89,31.09,0.0675,0.0336,0.0755,0.0798,0.1289,0.8347,True,False
310.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0310s.jpg,35.52,33.16,0.0723,0.0336,0.0851,0.0799,0.1211,0.839,True,False
315.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0315s.jpg,33.78,37.24,0.0636,0.0337,0.0675,0.0799,0.1152,0.7246,True,False
320.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0320s.jpg,36.04,39.2,0.0506,0.0336,0.0416,0.08,0.1328,0.678,True,False
325.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0325s.jpg,35.93,36.95,0.0549,0.0336,0.0501,0.08,0.1152,0.5593,True,False
330.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0330s.jpg,35.42,13.37,0.1034,0.0336,0.1472,0.0801,0.1797,0.7924,True,False
335.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0335s.jpg,53.75,37.87,0.0593,0.0597,0.0473,0.0802,0.125,0.661,True,False
340.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0340s.jpg,53.22,38.83,0.0583,0.0599,0.0452,0.0803,0.125,0.6737,True,False
345.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0345s.jpg,15.92,62.81,0.0423,0.0338,0.0247,0.0802,0.0918,0.0508,False,False
345.3,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_01/frames_5s/t0345s.jpg,16.01,62.69,0.0424,0.0338,0.0249,0.0802,0.0918,0.0508,False,False
