time,frame_status,frame_path,brightness,saturation,edge_density,upper_text_edge_density,mid_text_edge_density,lower_text_edge_density,center_vertical_edge_score,center_horizontal_edge_score,possible_split_screen,possible_dense_text
60.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0060s.jpg,51.77,69.83,0.0574,0.0339,0.0564,0.0774,0.125,0.2542,False,False
65.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0065s.jpg,53.12,69.12,0.062,0.0342,0.0656,0.0775,0.1289,0.25,False,False
70.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0070s.jpg,46.41,65.17,0.0546,0.0342,0.0507,0.0776,0.1074,0.75,True,False
75.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0075s.jpg,47.88,64.54,0.0572,0.0342,0.0557,0.0777,0.1133,0.6992,True,False
80.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0080s.jpg,44.79,67.26,0.0587,0.0342,0.0586,0.0779,0.1172,0.5508,True,False
85.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0085s.jpg,49.56,68.99,0.0558,0.0342,0.0529,0.078,0.1211,0.75,True,False
90.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0090s.jpg,55.53,69.42,0.0559,0.0342,0.053,0.0781,0.1426,0.7076,True,False
95.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0095s.jpg,46.95,68.61,0.0467,0.0342,0.0344,0.0782,0.1348,0.6737,True,False
100.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0100s.jpg,46.03,70.36,0.0466,0.0342,0.0342,0.0782,0.1211,0.678,True,False
105.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0105s.jpg,79.45,76.24,0.0427,0.0342,0.0263,0.0783,0.2227,0.5424,True,False
110.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0110s.jpg,57.91,59.65,0.0479,0.0342,0.0368,0.0785,0.1055,0.2119,False,False
115.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0115s.jpg,46.97,74.24,0.0548,0.0342,0.0504,0.0786,0.125,0.5212,True,False
120.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0120s.jpg,47.1,77.69,0.0581,0.0342,0.057,0.0787,0.1484,0.6822,True,False
125.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0125s.jpg,57.7,59.83,0.0465,0.0341,0.0337,0.0788,0.1035,0.2288,False,False
130.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0130s.jpg,46.19,48.35,0.0536,0.0341,0.048,0.0789,0.0723,0.411,True,False
135.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0135s.jpg,46.17,49.02,0.053,0.0341,0.0466,0.079,0.1152,0.3305,False,False
140.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0140s.jpg,45.0,48.07,0.0522,0.0341,0.0449,0.0791,0.0781,0.322,False,False
145.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0145s.jpg,44.32,49.31,0.0521,0.0341,0.0447,0.0793,0.0742,0.3856,True,False
150.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0150s.jpg,57.77,60.89,0.0487,0.0341,0.0379,0.0793,0.1113,0.3178,False,False
155.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0155s.jpg,47.68,68.65,0.0525,0.0341,0.0454,0.0795,0.1133,0.322,False,False
160.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0160s.jpg,57.87,60.62,0.0463,0.0341,0.033,0.0795,0.1055,0.1568,False,False
165.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0165s.jpg,41.09,74.41,0.0404,0.0341,0.021,0.0797,0.0879,0.1186,False,False
170.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0170s.jpg,49.0,71.09,0.0565,0.0341,0.0533,0.0797,0.1309,0.2797,False,False
175.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0175s.jpg,48.7,72.72,0.0577,0.0341,0.0556,0.0799,0.125,0.2542,False,False
180.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0180s.jpg,58.58,61.55,0.0515,0.034,0.0432,0.08,0.123,0.4958,True,False
185.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0185s.jpg,57.71,60.43,0.0466,0.0337,0.0333,0.0801,0.0996,0.2076,False,False
190.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0190s.jpg,57.27,59.75,0.047,0.0337,0.0342,0.0802,0.1152,0.1949,False,False
195.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0195s.jpg,57.51,60.17,0.0477,0.0337,0.0356,0.0803,0.1191,0.2415,False,False
200.0,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0200s.jpg,58.67,58.93,0.0475,0.0337,0.0374,0.0761,0.0977,0.1949,False,False
199.9,ok,dist/reference_analysis/20260602_最新剪辑参考4条深度解析_latest_4_editing_references_deep_parse/reference_02/frames_5s/t0200s.jpg,58.43,58.97,0.0471,0.0337,0.0367,0.0761,0.0938,0.1992,False,False
