timestamp,frame_path,brightness,contrast,saturation,edge_density
0,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0000s.jpg,42.087565104166664,39.42739890747901,36.29144965277778,0.13899739583333334
5,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0005s.jpg,40.5546875,38.16924293851747,34.53602430555556,0.13639322916666666
10,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0010s.jpg,42.08203125,39.92508172918819,37.482421875,0.1314019097222222
15,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0015s.jpg,36.517578125,47.10632637355941,45.94618055555556,0.1220703125
20,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0020s.jpg,42.201388888888886,39.594461459645096,37.81651475694444,0.13932291666666666
25,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0025s.jpg,42.66514756944444,40.59531052593357,37.5517578125,0.1371527777777778
30,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0030s.jpg,37.439778645833336,40.302693920845925,20.86480034722222,0.13563368055555555
35,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0035s.jpg,49.687717013888886,61.99022419707201,20.656141493055557,0.13498263888888887
40,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0040s.jpg,30.49175347222222,30.5224995514748,37.44249131944444,0.13389756944444445
45,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0045s.jpg,32.07411024305556,33.66322496638063,34.71180555555556,0.13346354166666666
50,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0050s.jpg,34.029947916666664,33.780769369035305,31.49045138888889,0.1537543402777778
55,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0055s.jpg,33.77625868055556,34.10883801079968,32.31987847222222,0.15625
60,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0060s.jpg,35.346354166666664,35.78072451927945,29.15212673611111,0.1611328125
65,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0065s.jpg,35.69346788194444,36.13062397165919,29.066080729166668,0.15928819444444445
70,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0070s.jpg,42.451931423611114,40.034876160713054,37.518229166666664,0.14181857638888887
75,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0075s.jpg,42.81000434027778,40.2635258038368,36.99229600694444,0.14040798611111113
80,dist/reference_analysis/20260602_最新剪辑参考4条动态视觉母版重解析_latest_4_dynamic_visual_master_reparse/reference_04/frames_5s/t0080s.jpg,45.994791666666664,44.05656203832924,33.81065538194444,0.1587456597222222
